Symbol,Name,Country,Sector,Industry
MCFE,McAfee Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,Capital Goods,Marine Transportation
MCHP,Microchip Technology Incorporated Common Stock,United States,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,United States,Miscellaneous,Business Services
MCI,Barings Corporate Investors Common Stock,United States,,
MCK,McKesson Corporation Common Stock,United States,Health Care,Other Pharmaceuticals
MCMJ,Merida Merger Corp. I Common Stock,United States,Finance,Business Services
MCMJW,Merida Merger Corp. I Warrant,United States,Finance,Business Services
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States,,
MCO,Moody's Corporation Common Stock,United States,Finance,Finance: Consumer Services
MCR,MFS Charter Income Trust Common Stock,United States,,
MCRB,Seres Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MCRI,Monarch Casino & Resort Inc. Common Stock,United States,Consumer Services,Hotels/Resorts
MCS,Marcus Corporation (The) Common Stock,United States,Consumer Services,Movies/Entertainment
MCY,Mercury General Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MD,Mednax Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
MDB,MongoDB Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MDC,M.D.C. Holdings Inc. Common Stock,United States,Capital Goods,Homebuilding
MDCA,MDC Partners Inc. CL A Subordinate Voting Shares,Canada,Technology,Advertising
MDGL,Madrigal Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MDGS,Medigus Ltd. American Depositary Shares,Israel,Health Care,Medical/Dental Instruments
MDGSW,Medigus Ltd. Series C Warrant,Israel,Health Care,Medical/Dental Instruments
MDIA,Mediaco Holding Inc. Class A Common Stock ,United States,Consumer Services,Broadcasting
MDJH,MDJM LTD Ordinary Share,China,Finance,Real Estate
MDLA,Medallia Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MDLQ,Medley LLC 7.25% Notes due 2024,,Finance,Investment Managers
MDLX,Medley LLC 6.875% Senior Notes due 2026,,Finance,Investment Managers
MDLY,Medley Management Inc. Class A Common Stock,United States,Finance,Investment Managers
MDLZ,Mondelez International Inc. Class A Common Stock,United States,Consumer Non-Durables,Packaged Foods
MDNA,Medicenna Therapeutics Corp. Common Shares,Canada,Health Care,Major Pharmaceuticals
MDP,Meredith Corporation Common Stock,United States,Consumer Services,Newspapers/Magazines
MDRR,Medalist Diversified REIT Inc. Common Stock,United States,Consumer Services,Real Estate Investment Trusts
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States,Consumer Services,Real Estate Investment Trusts
MDRX,Allscripts Healthcare Solutions Inc. Common Stock,United States,Technology,EDP Services
MDT,Medtronic plc. Ordinary Shares,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MDU,MDU Resources Group Inc. Common Stock (Holding Company),United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MDVL,MedAvail Holdings Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MDWD,MediWound Ltd. Ordinary Shares,Israel,Consumer Durables,Specialty Chemicals
MDWT,Midwest Holding Inc. Common Stock,United States,Finance,Life Insurance
MDXG,MiMedx Group Inc Common Stock,United States,Health Care,Medical/Dental Instruments
MEC,Mayville Engineering Company Inc. Common Stock,,Capital Goods,Industrial Specialties
MED,MEDIFAST INC Common Stock,United States,Consumer Non-Durables,Packaged Foods
MEDP,Medpace Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,Trxade Group Inc. Common Stock,United States,Health Care,Other Pharmaceuticals
MEG,Montrose Environmental Group Inc. Common Stock,United States,Consumer Services,Professional Services
MEI,Methode Electronics Inc. Common Stock,United States,Capital Goods,Electrical Products
MEIP,MEI Pharma Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MELI,MercadoLibre Inc. Common Stock,Argentina,Miscellaneous,Business Services
MEN,Blackrock MuniEnhanced Fund Inc Common Stock,United States,,
MEOH,Methanex Corporation Common Stock,Canada,Basic Industries,Major Chemicals
MER^K,Bank of America Corporation Income Capital Obligation Notes initially due December 15 2066,United States,,
MERC,Mercer International Inc. Common Stock,Canada,Basic Industries,Paper
MESA,Mesa Air Group Inc. Common Stock,United States,Transportation,Air Freight/Delivery Services
MESO,Mesoblast Limited American Depositary Shares,Australia,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MET,MetLife Inc. Common Stock,United States,Finance,Life Insurance
MET^A,MetLife Inc. Preferred Series A Floating Rate,United States,,
MET^E,MetLife Inc. Depositary shares each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock Series E.,United States,,
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,United States,,
METC,Ramaco Resources Inc. Common Stock,United States,Energy,Coal Mining
METX,Meten EdtechX Education Group Ltd. Ordinary Shares,China,Consumer Services,Other Consumer Services
METXW,Meten EdtechX Education Group Ltd. Warrant,China,Consumer Services,Other Consumer Services
MFA,MFA Financial Inc.,United States,Consumer Services,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,United States,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
MFC,Manulife Financial Corporation Common Stock,Canada,Finance,Life Insurance
MFD,Macquarie First Trust Global Common Stock,United States,,
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Japan,Finance,Major Banks
MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,,Technology,Computer Software: Prepackaged Software
MFH,Mercurity Fintech Holding Inc. ADS,China,Technology,EDP Services
MFIN,Medallion Financial Corp. Common Stock,United States,Finance,Finance: Consumer Services
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest,United States,,
MFM,MFS Municipal Income Trust Common Stock,United States,,
MFMS,Motley Fool Small-Cap Growth ETF,,,
MFNC,Mackinac Financial Corporation Common Stock,United States,Finance,Major Banks
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,United States,,
MFV,MFS Special Value Trust Common Stock,United States,,
MG,Mistras Group Inc Common Stock,United States,Consumer Services,Military/Government/Technical
MGA,Magna International Inc. Common Stock,Canada,Capital Goods,Auto Parts:O.E.M.
MGEE,MGE Energy Inc,United States,Energy,Electric Utilities: Central
MGF,MFS Government Markets Income Trust Common Stock,United States,,
MGI,Moneygram International Inc. Common Stock,United States,Miscellaneous,Business Services
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,Israel,Technology,Computer Software: Prepackaged Software
MGLN,Magellan Health Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
MGM,MGM Resorts International Common Stock,United States,Consumer Services,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MGNX,MacroGenics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MGP,MGM Growth Properties LLC Class A common shares representing limited liability company interests,United States,Consumer Services,Real Estate Investment Trusts
MGPI,MGP Ingredients Inc.,United States,Consumer Non-Durables,Beverages (Production/Distribution)
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,United States,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,United States,Finance,Investment Managers
MGRC,McGrath RentCorp Common Stock,United States,Technology,Diversified Commercial Services
MGTA,Magenta Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MGTX,MeiraGTx Holdings plc Ordinary Shares,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock,United States,,
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,United States,Energy,Oil & Gas Production
MGYR,Magyar Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
MH^A,Maiden Holdings Ltd. Pref Shs Ser A (Bermuda),Bermuda,,
MH^C,Maiden Holdings North America Ltd. 7.125% Non-Cumulative Preference Shares Series C,Bermuda,,
MH^D,Maiden Holdings Ltd. 6.700% Non-Cumulative Preference Shares Series D,Bermuda,,
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,United States,,
MHE,BlackRock Massachusetts Tax-Exempt Trust,United States,,
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,United States,,
MHH,Mastech Digital Inc Common Stock,United States,Consumer Services,Professional Services
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest,,,
MHK,Mohawk Industries Inc. Common Stock,United States,Consumer Durables,Home Furnishings
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Bermuda,Finance,Property-Casualty Insurers
MHLD,Maiden Holdings Ltd.,Bermuda,Finance,Property-Casualty Insurers
MHN,Blackrock MuniHoldings New York Quality Fund Inc. Common Stock,United States,,
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Bermuda,Finance,Property-Casualty Insurers
MHO,M/I Homes Inc. Common Stock,United States,Capital Goods,Homebuilding
MIC,Macquarie Infrastructure Corporation Common Stock,United States,Energy,Oil Refining/Marketing
MICT,MICT Inc. Common Stock,United States,Capital Goods,Electrical Products
MIDD,Middleby Corporation (The) Common Stock,United States,Technology,Industrial Machinery/Components
MIE,Cohen & Steers MLP Income and Energy Opportunity Fund Inc. Common Stock,,,
MIG,VanEck Vectors Moody's Analytics IG Corporate Bond ETF,United States,,
MIK,The Michaels Companies Inc. Common Stock,United States,Consumer Services,Recreational Products/Toys
MILE,Metromile Inc. Common Stock,United States,Finance,Property-Casualty Insurers
MILEW,Metromile Inc. Warrant ,United States,Finance,Property-Casualty Insurers
MIME,Mimecast Limited Ordinary Shares,United Kingdom,Technology,Computer Software: Prepackaged Software
MIN,MFS Intermediate Income Trust Common Stock,United States,,
MIND,MIND Technology Inc. Common Stock (DE),United States,Capital Goods,Industrial Machinery/Components
MINDP,MIND Technology Inc. Series A 9.00% Series A Cumulative Preferred Stock (DE),United States,Capital Goods,Industrial Machinery/Components
MIRM,Mirum Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MIST,Milestone Pharmaceuticals Inc. Common Shares,Canada,Health Care,Major Pharmaceuticals
MITK,Mitek Systems Inc. Common Stock,United States,Technology,Computer peripheral equipment
MITO,Stealth BioTherapeutics Corp. ADS,United States,Health Care,Major Pharmaceuticals
MITT,AG Mortgage Investment Trust Inc. Common Stock,United States,,
MITT^A,AG Mortgage Investment Trust Inc. 8.25% Preferred Series A,United States,,
MITT^B,AG Mortgage Investment Trust Inc. Preferred Series B,United States,,
MITT^C,AG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,United States,,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,South Africa,Technology,Computer Software: Prepackaged Software
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,United States,,
MKC,McCormick & Company Incorporated Common Stock,United States,Consumer Non-Durables,Packaged Foods
MKD,Molecular Data Inc. American Depositary Shares,China,Miscellaneous,Business Services
MKGI,Monaker Group Inc. Common Stock,United States,Consumer Services,Transportation Services
MKL,Markel Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MKSI,MKS Instruments Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
MLAC,Malacca Straits Acquisition Company Limited Class A Ordinary Shares,Hong Kong,Finance,Business Services
MLACU,Malacca Straits Acquisition Company Limited Units,Hong Kong,Finance,Business Services
MLACW,Malacca Straits Acquisition Company Limited Warrants,Hong Kong,Finance,Business Services
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Hong Kong,Consumer Services,Hotels/Resorts
MLHR,Herman Miller Inc. Common Stock,United States,Consumer Durables,Office Equipment/Supplies/Services
MLI,Mueller Industries Inc. Common Stock,United States,Capital Goods,Metal Fabrications
MLM,Martin Marietta Materials Inc. Common Stock,United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLND,Millendo Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MLP,Maui Land & Pineapple Company Inc. Common Stock,United States,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific Inc. Common Stock,United States,Health Care,Industrial Specialties
MLVF,Malvern Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
MMAC,MMA Capital Holdings Inc. Common Stock,United States,Finance,Real Estate
MMC,Marsh & McLennan Companies Inc. Common Stock,United States,Finance,Specialty Insurers
MMD,MainStay MacKay DefinedTerm Municipal Opportunities Fund,United States,,
MMI,Marcus & Millichap Inc. Common Stock,,Finance,Real Estate
MMLP,Martin Midstream Partners L.P. Limited Partnership,United States,Energy,Oil Refining/Marketing
MMM,3M Company Common Stock,United States,Health Care,Medical/Dental Instruments
MMP,Magellan Midstream Partners L.P. Limited Partnership,United States,Energy,Natural Gas Distribution
MMS,Maximus Inc. Common Stock,United States,Miscellaneous,Business Services
MMSI,Merit Medical Systems Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust Common Stock,United States,,
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,United States,,
MMX,Maverix Metals Inc. Common Shares,,Basic Industries,Precious Metals
MMYT,MakeMyTrip Limited Ordinary Shares,India,Consumer Services,Transportation Services
MN,Manning & Napier Inc. Class A Common Stock,United States,Finance,Investment Managers
MNDO,MIND C.T.I. Ltd. Ordinary Shares,Israel,Technology,EDP Services
MNKD,MannKind Corporation Common Stock,United States,Health Care,Major Pharmaceuticals
MNOV,Medicinova Inc Common Stock,United States,Health Care,Major Pharmaceuticals
MNP,Western Asset Municipal Partners Fund Inc. Common Stock,United States,,
MNPR,Monopar Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock,United States,Consumer Services,Real Estate Investment Trusts
MNR^C,Monmouth Real Estate Investment Corporation 6.125% Series C Cumulative Redeemable Preferred Stock,United States,,
MNRL,Brigham Minerals Inc. Class A Common Stock,,Energy,Oil & Gas Production
MNRO,Monro Inc. Common Stock,United States,Consumer Services,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,United States,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,United States,Finance,Major Banks
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Class A Ordinary Shares,China,Consumer Services,Department/Specialty Retail Stores
MNST,Monster Beverage Corporation,United States,Consumer Non-Durables,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,United States,Public Utilities,Natural Gas Distribution
MNTX,Manitex International Inc. Common Stock,United States,Technology,Industrial Machinery/Components
MO,Altria Group Inc.,United States,Consumer Non-Durables,Farming/Seeds/Milling
MOD,Modine Manufacturing Company Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
MODN,Model N Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MODV,ModivCare Inc. Common Stock,United States,Consumer Services,Transportation Services
MOFG,MidWestOne Financial Gp Common Stock,United States,Finance,Major Banks
MOGO,Mogo Inc. Common Shares,Canada,Finance,Finance: Consumer Services
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),,Miscellaneous,Business Services
MOH,Molina Healthcare Inc Common Stock,United States,Health Care,Medical Specialities
MOHO,ECMOHO Limited American Depositary Shares,China,Consumer Services,Catalog/Specialty Distribution
MOMO,Momo Inc. American Depositary Shares,China,Technology,Computer Software: Prepackaged Software
MONCU,Monument Circle Acquisition Corp. Unit,United States,Finance,Business Services
MOR,MorphoSys AG American Depositary Shares,Germany,Health Care,Major Pharmaceuticals
MORF,Morphic Holding Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MORN,Morningstar Inc. Common Stock,United States,Finance,Investment Managers
MOS,Mosaic Company (The) Common Stock,United States,Basic Industries,Agricultural Chemicals
MOSY,MoSys Inc. Common Stock,United States,Technology,Semiconductors
MOTN,Motion Acquisition Corp. Class A Common Stock,United States,Finance,Business Services
MOTNU,Motion Acquisition Corp. Unit,United States,Finance,Business Services
MOTNW,Motion Acquisition Corp. Warrants to purchase one Class A common,United States,Finance,Business Services
MOTS,Motus GI Holdings Inc. Common Stock,Israel,Health Care,Medical/Dental Instruments
MOTV,Motive Capital Corp Class A Ordinary Shares,,Finance,Business Services
MOV,Movado Group Inc. Common Stock,United States,Consumer Non-Durables,Consumer Specialties
MOXC,Moxian Inc. Common Stock,China,Technology,Computer Software: Programming Data Processing
MP,MP Materials Corp. Common Stock,,Basic Industries,Precious Metals
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,,
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,United States,Finance,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,United States,Energy,Integrated oil Companies
MPLN,MultiPlan Corporation Class A Common Stock,,Miscellaneous,Business Services
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,Energy,Natural Gas Distribution
MPV,Barings Participation Investors Common Stock,United States,Consumer Services,Miscellaneous
MPW,Medical Properties Trust Inc. common stock,United States,Consumer Services,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors
MPX,Marine Products Corporation Common Stock,United States,Capital Goods,Marine Transportation
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,,
MRAC,Marquee Raine Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
MRACU,Marquee Raine Acquisition Corp. Unit,United States,Finance,Business Services
MRACW,Marquee Raine Acquisition Corp. Warrant,United States,Finance,Business Services
MRAM,Everspin Technologies Inc. Common Stock,United States,Technology,Semiconductors
MRBK,Meridian Corporation Common Stock,United States,,
MRC,MRC Global Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
MRCC,Monroe Capital Corporation Common Stock,United States,,
MRCY,Mercury Systems Inc Common Stock,United States,Capital Goods,Electrical Products
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom,Health Care,Major Pharmaceuticals
MRIN,Marin Software Incorporated Common Stock,United States,Technology,EDP Services
MRK,Merck & Company Inc. Common Stock (new),United States,Health Care,Major Pharmaceuticals
MRKR,Marker Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MRLN,Marlin Business Services Corp. Common Stock,United States,Finance,Major Banks
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Japan,Consumer Services,Other Consumer Services
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MRO,Marathon Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MRSK,Agility Shares Managed Risk ETF,,,
MRSN,Mersana Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MRTN,Marten Transport Ltd. Common Stock,United States,Transportation,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Major Pharmaceuticals
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Major Pharmaceuticals
MRVL,Marvell Technology Group Ltd. Common Stock,Bermuda,Technology,Semiconductors
MS,Morgan Stanley Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,United States,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,United States,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,United States,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),United States,,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,United States,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,United States,,
MSA,MSA Safety Incorporated Common Stock,United States,Health Care,Industrial Specialties
MSACU,Medicus Sciences Acquisition Corp. Unit,United States,Finance,Business Services
MSB,Mesabi Trust Common Stock,United States,Basic Industries,Precious Metals
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,,Consumer Services,Hotels/Resorts
MSCI,MSCI Inc Common Stock,United States,Miscellaneous,Business Services
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,,
MSEX,Middlesex Water Company Common Stock,United States,Public Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock ,,Consumer Services,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSGN,MSG Networks Inc. Common Stock,United States,Consumer Services,Television Services
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,Consumer Services,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,United States,Consumer Non-Durables,Consumer Electronics/Appliances
MSON,MISONIX Inc. Common Stock (DE),United States,Capital Goods,Medical Specialities
MSP,Datto Holding Corp. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSTB,LHA Market State Tactical Beta ETF,United States,,
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
MSVX,LHA Market State Alpha Seeker ETF,United States,,
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,Basic Industries,Steel/Iron Ore
MTA,Metalla Royalty & Streaming Ltd. Common Shares,,Basic Industries,Precious Metals
MTAC,MedTech Acquisition Corporation Class A Common Stock,United States,Finance,Business Services
MTACU,MedTech Acquisition Corporation Unit,United States,Finance,Business Services
MTACW,MedTech Acquisition Corporation Warrant,United States,Finance,Business Services
MTB,M&T Bank Corporation Common Stock,United States,Finance,Major Banks
MTBC,MTBC Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
MTBCP,MTBC Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
MTC,MMTec Inc. Common Shares,China,,
MTCH,Match Group Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,Luxembourg,Basic Industries,Steel/Iron Ore
MTCR,Metacrine Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland,Capital Goods,Biotechnology: Laboratory Analytical Instruments
MTDR,Matador Resources Company Common Stock,United States,Energy,Oil & Gas Production
MTEM,Molecular Templates Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MTEX,Mannatech Incorporated Common Stock,United States,Consumer Durables,Specialty Chemicals
MTG,MGIC Investment Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,Capital Goods,Homebuilding
MTL,Mechel PAO American Depositary Shares (Each rep. 1 common shares),Russia,Basic Industries,Steel/Iron Ore
MTL^,Mechel PAO American Depositary Shares (each representing one-half of a Preferred Share),Russia,,
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software
MTN,Vail Resorts Inc. Common Stock,United States,Consumer Services,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States,Health Care,Major Pharmaceuticals
MTOR,Meritor Inc. Common Stock,United States,Capital Goods,Auto Parts:O.E.M.
MTP,Midatech Pharma PLC American Depositary Shs,United Kingdom,Health Care,Major Pharmaceuticals
MTR,Mesa Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
MTRN,Materion Corporation,United States,Capital Goods,Industrial Specialties
MTRX,Matrix Service Company Common Stock,United States,Basic Industries,Engineering & Construction
MTSC,MTS Systems Corporation Common Stock,United States,Capital Goods,Industrial Machinery/Components
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors
MTSL,MER Telemanagement Solutions Ltd. Common Shares,Israel,Public Utilities,Telecommunications Equipment
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock,United States,,
MTW,Manitowoc Company Inc. (The) Common Stock,United States,Capital Goods,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,Basic Industries,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,Basic Industries,Water Supply
MU,Micron Technology Inc. Common Stock,United States,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,,
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,,
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,United States,Finance,Business Services
MUDSU,Mudrick Capital Acquisition Corporation II Unit,United States,Finance,Business Services
MUDSW,Mudrick Capital Acquisition Corporation II Warrant,United States,Finance,Business Services
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,,
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,Finance,Commercial Banks
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock,United States,,
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,,
MUR,Murphy Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MUSA,Murphy USA Inc. Common Stock,United States,Consumer Durables,Automotive Aftermarket
MUX,McEwen Mining Inc. Common Stock,Canada,Basic Industries,Precious Metals
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Major Banks
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,,
MVIS,MicroVision Inc. Common Stock,United States,Capital Goods,Industrial Machinery/Components
MVO,MV Oil Trust Units of Beneficial Interests,United States,Energy,Oil & Gas Production
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,,
MWA,MUELLER WATER PRODUCTS Common Stock,United States,Capital Goods,Metal Fabrications
MWK,Mohawk Group Holdings Inc. Common Stock,United States,Consumer Durables,Home Furnishings
MX,MagnaChip Semiconductor Corporation Depositary Shares each representing one share of common stock,Luxembourg,Technology,Semiconductors
MXC,Mexco Energy Corporation Common Stock,United States,Energy,Oil & Gas Production
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States,,
MXF,Mexico Fund Inc. (The) Common Stock,United States,,
MXIM,Maxim Integrated Products Inc. Common Stock,United States,Technology,Semiconductors
MXL,MaxLinear Inc. Common Stock,United States,Technology,Semiconductors
MYC,Blackrock MuniYield California Fund Inc. Common Stock,United States,,
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,,
MYE,Myers Industries Inc. Common Stock,United States,Consumer Non-Durables,Plastic Products
MYF,Blackrock MuniYield Investment Fund Common Stock,United States,,
